Employee_ID,Full_Name,Age,Phone,Email,Department_Region,Status,Join_Date,Salary,Performance_Score,Remote_Work,Department,Region,Performance_Score_Num,Seniority_Years,Age_Group,Salary_Level
EMP-1166,Frank Garcia,40.0,1185672437,frank.garcia@example.com,Sales-Illinois,Inactive,2022-07-18,85388.58,Poor,True,Sales,Illinois,1,3,35-44,Medium
EMP-1167,Bob Davis,30.0,701765635,bob.davis@example.com,DevOps-New York,Inactive,2022-07-13,112166.37,Excellent,False,DevOps,New York,4,3,25-34,High
EMP-1168,Heidi Davis,40.0,41257770,heidi.davis@example.com,Finance-Nevada,Active,2021-10-02,79873.48,Average,False,Finance,Nevada,2,4,35-44,Medium
EMP-1169,Frank Miller,30.0,1837274219,frank.miller@example.com,DevOps-Florida,Active,2020-07-05,108224.03,Poor,True,DevOps,Florida,1,5,25-34,High
EMP-1170,Bob Garcia,35.0,9124186209,bob.garcia@example.com,Admin-Illinois,Active,2023-04-16,116963.72,Average,True,Admin,Illinois,2,2,25-34,High
EMP-1171,Bob Jones,40.0,4275230836,bob.jones@example.com,HR-Nevada,Inactive,2024-11-12,114109.06,Average,True,HR,Nevada,2,0,35-44,High
EMP-1172,Eva Williams,30.0,816470899,eva.williams@example.com,HR-California,Active,2023-03-29,85518.88,Excellent,False,HR,California,4,2,25-34,Medium
EMP-1173,Heidi Brown,30.0,6335331059,heidi.brown@example.com,Cloud Tech-California,Pending,2022-01-22,58041.97,Poor,True,Cloud Tech,California,1,3,25-34,Low
EMP-1174,David Garcia,40.0,531312205,david.garcia@example.com,Sales-Illinois,Pending,2023-10-14,94988.94,Good,False,Sales,Illinois,3,1,35-44,Medium
EMP-1175,Eva Miller,25.0,8155839385,eva.miller@example.com,Admin-California,Pending,2024-04-10,71628.93,Excellent,False,Admin,California,4,1,<25,Low
EMP-1176,Alice Williams,30.0,6133155205,alice.williams@example.com,Admin-Illinois,Pending,2022-03-31,54870.98,Good,False,Admin,Illinois,3,3,25-34,Low
EMP-1177,Alice Williams,25.0,5063731494,alice.williams@example.com,DevOps-Illinois,Active,2022-02-09,79388.27,Average,True,DevOps,Illinois,2,3,<25,Medium
EMP-1178,Frank Smith,35.0,136497188,frank.smith@example.com,DevOps-California,Pending,2023-05-06,55946.99,Average,False,DevOps,California,2,2,25-34,Low
EMP-1179,Charlie Williams,30.0,2419562524,charlie.williams@example.com,Cloud Tech-Nevada,Active,2021-07-11,81017.91,Excellent,True,Cloud Tech,Nevada,4,4,25-34,Medium
EMP-1180,Heidi Jones,40.0,7150997682,heidi.jones@example.com,HR-New York,Pending,2020-08-21,74162.1,Excellent,False,HR,New York,4,5,35-44,Low
EMP-1181,Heidi Davis,30.0,8903091435,heidi.davis@example.com,DevOps-California,Active,2021-03-27,77668.44,Good,True,DevOps,California,3,4,25-34,Medium
EMP-1182,Alice Miller,30.0,3910257431,alice.miller@example.com,HR-New York,Active,2024-04-14,67886.37,Poor,False,HR,New York,1,1,25-34,Low
EMP-1183,Alice Williams,40.0,6303975244,alice.williams@example.com,DevOps-Florida,Active,2020-09-21,76614.52,Good,True,DevOps,Florida,3,5,35-44,Medium
EMP-1184,Frank Smith,25.0,864035532,frank.smith@example.com,Finance-Nevada,Active,2022-06-12,51311.91,Excellent,False,Finance,Nevada,4,3,<25,Low
EMP-1185,Frank Jones,30.0,8033968526,frank.jones@example.com,Finance-Illinois,Inactive,2023-12-24,94809.92,Good,True,Finance,Illinois,3,1,25-34,Medium
EMP-1186,Grace Johnson,25.0,171302320,grace.johnson@example.com,HR-New York,Pending,2022-07-31,108241.81,Excellent,True,HR,New York,4,3,<25,High
EMP-1187,Bob Davis,40.0,2983381673,bob.davis@example.com,Cloud Tech-New York,Inactive,2023-04-21,78031.49,Good,True,Cloud Tech,New York,3,2,35-44,Medium
EMP-1188,Eva Davis,35.0,2336293448,eva.davis@example.com,Admin-California,Active,2020-06-05,85733.83,Excellent,True,Admin,California,4,5,25-34,Medium
EMP-1189,David Miller,35.0,7347156626,david.miller@example.com,HR-Nevada,Pending,2024-07-27,60338.29,Excellent,False,HR,Nevada,4,1,25-34,Low
EMP-1190,Eva Davis,30.0,7689627065,eva.davis@example.com,Admin-Illinois,Active,2024-04-05,103140.67,Excellent,False,Admin,Illinois,4,1,25-34,High
EMP-1191,Heidi Williams,40.0,1498282466,heidi.williams@example.com,Sales-Illinois,Inactive,2023-10-26,114690.8,Poor,True,Sales,Illinois,1,1,35-44,High
EMP-1192,Frank Smith,35.0,4746897151,frank.smith@example.com,Admin-Florida,Active,2022-08-18,80954.56,Good,False,Admin,Florida,3,3,25-34,Medium
EMP-1193,Eva Davis,30.0,7323008575,eva.davis@example.com,Cloud Tech-California,Pending,2020-05-31,71728.55,Good,True,Cloud Tech,California,3,5,25-34,Low
EMP-1194,Alice Davis,35.0,6656749159,alice.davis@example.com,HR-Texas,Pending,2024-11-04,118415.8,Good,True,HR,Texas,3,0,25-34,High
EMP-1195,Grace Johnson,40.0,1692364586,grace.johnson@example.com,Sales-Illinois,Pending,2020-03-25,81481.36,Excellent,False,Sales,Illinois,4,5,35-44,Medium
EMP-1196,David Johnson,35.0,5066337049,david.johnson@example.com,Sales-Florida,Pending,2020-11-04,117040.57,Good,True,Sales,Florida,3,4,25-34,High
EMP-1197,Frank Brown,25.0,2497243991,frank.brown@example.com,Sales-Nevada,Active,2020-03-21,67342.06,Good,True,Sales,Nevada,3,5,<25,Low
EMP-1198,Heidi Jones,30.0,116691835,heidi.jones@example.com,Sales-Illinois,Active,2022-01-15,76099.64,Excellent,False,Sales,Illinois,4,3,25-34,Medium
EMP-1199,Grace Williams,35.0,2644886945,grace.williams@example.com,DevOps-Illinois,Active,2024-06-04,94162.06,Average,True,DevOps,Illinois,2,1,25-34,Medium
EMP-1200,Frank Davis,25.0,1195243639,frank.davis@example.com,Sales-Nevada,Inactive,2021-08-04,67639.7,Excellent,True,Sales,Nevada,4,4,<25,Low
EMP-1201,Charlie Garcia,35.0,2701168645,charlie.garcia@example.com,Cloud Tech-Illinois,Pending,2020-10-16,114172.25,Good,True,Cloud Tech,Illinois,3,4,25-34,High
EMP-1202,Grace Davis,30.0,2252237280,grace.davis@example.com,Sales-Nevada,Active,2021-09-26,89124.54,Excellent,True,Sales,Nevada,4,4,25-34,Medium
EMP-1203,Frank Smith,30.0,7932302345,frank.smith@example.com,DevOps-Nevada,Pending,2023-11-04,113871.36,Average,False,DevOps,Nevada,2,1,25-34,High
EMP-1204,Grace Brown,30.0,7912141613,grace.brown@example.com,HR-Texas,Inactive,2021-09-24,62618.4,Excellent,False,HR,Texas,4,4,25-34,Low
EMP-1205,Heidi Jones,30.0,1509377099,heidi.jones@example.com,Admin-New York,Active,2020-06-07,70705.45,Good,False,Admin,New York,3,5,25-34,Low
EMP-1206,Alice Garcia,35.0,4090138068,alice.garcia@example.com,Sales-New York,Pending,2022-02-10,60797.69,Average,True,Sales,New York,2,3,25-34,Low
EMP-1207,Charlie Brown,40.0,8477596554,charlie.brown@example.com,Cloud Tech-Florida,Inactive,2023-10-17,100371.0,Poor,True,Cloud Tech,Florida,1,1,35-44,High
EMP-1208,Eva Miller,40.0,5356690550,eva.miller@example.com,Admin-Illinois,Active,2021-09-25,117591.76,Good,False,Admin,Illinois,3,4,35-44,High
EMP-1209,David Jones,35.0,762091842,david.jones@example.com,DevOps-Illinois,Inactive,2022-08-03,103860.7,Average,True,DevOps,Illinois,2,3,25-34,High
EMP-1210,Grace Davis,30.0,5797863049,grace.davis@example.com,Admin-Illinois,Active,2024-11-22,67500.22,Average,True,Admin,Illinois,2,0,25-34,Low
EMP-1211,Frank Davis,30.0,5057397690,frank.davis@example.com,Cloud Tech-Nevada,Pending,2024-10-09,58727.44,Poor,True,Cloud Tech,Nevada,1,0,25-34,Low
EMP-1212,Charlie Jones,35.0,5671649327,charlie.jones@example.com,Finance-Illinois,Active,2024-08-28,80623.08,Excellent,True,Finance,Illinois,4,1,25-34,Medium
EMP-1213,David Davis,40.0,9802714871,david.davis@example.com,HR-Texas,Inactive,2020-04-19,77751.78,Excellent,False,HR,Texas,4,5,35-44,Medium
EMP-1214,Grace Williams,25.0,7178333210,grace.williams@example.com,HR-New York,Active,2021-10-14,115157.81,Good,False,HR,New York,3,3,<25,High
EMP-1215,Frank Jones,30.0,6025643470,frank.jones@example.com,Admin-Texas,Inactive,2024-08-26,83071.85,Poor,False,Admin,Texas,1,1,25-34,Medium
EMP-1216,Heidi Brown,40.0,2871539914,heidi.brown@example.com,Sales-Texas,Active,2020-02-08,67914.67,Excellent,True,Sales,Texas,4,5,35-44,Low
EMP-1217,Grace Jones,25.0,6686334140,grace.jones@example.com,HR-New York,Inactive,2020-09-06,53342.46,Poor,False,HR,New York,1,5,<25,Low
EMP-1218,Heidi Garcia,25.0,1159319524,heidi.garcia@example.com,Cloud Tech-Florida,Pending,2023-01-02,51150.47,Excellent,False,Cloud Tech,Florida,4,2,<25,Low
EMP-1219,David Davis,30.0,6904098365,david.davis@example.com,HR-Florida,Active,2023-06-13,74697.12,Average,True,HR,Florida,2,2,25-34,Low
EMP-1220,Charlie Williams,25.0,5528993159,charlie.williams@example.com,Sales-California,Active,2022-12-13,88085.74,Excellent,True,Sales,California,4,2,<25,Medium
EMP-1221,Alice Williams,40.0,8752437728,alice.williams@example.com,Finance-Texas,Pending,2022-03-03,118672.76,Poor,False,Finance,Texas,1,3,35-44,High
EMP-1222,Alice Miller,35.0,4209548148,alice.miller@example.com,Cloud Tech-California,Active,2024-02-10,95997.31,Average,False,Cloud Tech,California,2,1,25-34,High
EMP-1223,Frank Brown,30.0,7374605232,frank.brown@example.com,Cloud Tech-California,Pending,2021-11-24,106945.62,Average,False,Cloud Tech,California,2,3,25-34,High
EMP-1224,Heidi Johnson,40.0,276420864,heidi.johnson@example.com,DevOps-New York,Active,2020-05-09,100123.15,Average,False,DevOps,New York,2,5,35-44,High
EMP-1225,Alice Johnson,35.0,6756618442,alice.johnson@example.com,Admin-Texas,Active,2024-12-19,52933.42,Poor,True,Admin,Texas,1,0,25-34,Low
EMP-1226,Grace Jones,30.0,8612590471,grace.jones@example.com,Finance-California,Active,2024-03-22,95283.03,Good,False,Finance,California,3,1,25-34,Medium
EMP-1227,Alice Miller,35.0,9277423329,alice.miller@example.com,HR-Texas,Inactive,2022-06-13,112264.06,Good,False,HR,Texas,3,3,25-34,High
EMP-1228,Grace Smith,35.0,5912662014,grace.smith@example.com,Admin-Florida,Pending,2022-10-15,75714.28,Good,True,Admin,Florida,3,2,25-34,Medium
EMP-1229,Eva Jones,25.0,7201859625,eva.jones@example.com,DevOps-Florida,Active,2022-05-31,92171.73,Poor,False,DevOps,Florida,1,3,<25,Medium
EMP-1230,Eva Miller,35.0,3013674925,eva.miller@example.com,Cloud Tech-Texas,Inactive,2023-09-15,70694.8,Average,True,Cloud Tech,Texas,2,2,25-34,Low
EMP-1231,Grace Brown,30.0,1764750110,grace.brown@example.com,DevOps-Florida,Inactive,2022-07-04,52964.86,Good,True,DevOps,Florida,3,3,25-34,Low
EMP-1232,Frank Brown,30.0,1783099973,frank.brown@example.com,Finance-California,Pending,2024-06-08,116353.31,Poor,True,Finance,California,1,1,25-34,High
EMP-1233,Grace Brown,35.0,1926764920,grace.brown@example.com,Sales-Nevada,Pending,2020-11-23,116695.26,Good,False,Sales,Nevada,3,4,25-34,High
EMP-1234,Heidi Brown,25.0,5182606887,heidi.brown@example.com,Admin-Texas,Active,2024-05-13,95161.4,Excellent,False,Admin,Texas,4,1,<25,Medium
EMP-1235,Alice Brown,30.0,7189813128,alice.brown@example.com,Admin-Nevada,Inactive,2022-01-29,76040.94,Good,True,Admin,Nevada,3,3,25-34,Medium
EMP-1236,Charlie Miller,30.0,2087510292,charlie.miller@example.com,HR-Florida,Inactive,2023-08-23,69508.28,Good,False,HR,Florida,3,2,25-34,Low
EMP-1237,Alice Miller,30.0,2184011844,alice.miller@example.com,Finance-Illinois,Inactive,2023-02-24,58243.27,Average,False,Finance,Illinois,2,2,25-34,Low
EMP-1238,Heidi Williams,30.0,8260340847,heidi.williams@example.com,Sales-California,Pending,2022-10-02,64012.48,Poor,True,Sales,California,1,3,25-34,Low
EMP-1239,Bob Garcia,40.0,7297585987,bob.garcia@example.com,Admin-Nevada,Inactive,2020-06-28,106735.93,Average,True,Admin,Nevada,2,5,35-44,High
EMP-1240,Frank Johnson,35.0,3103032431,frank.johnson@example.com,DevOps-Texas,Pending,2023-01-15,70325.36,Average,False,DevOps,Texas,2,2,25-34,Low
EMP-1241,Charlie Davis,30.0,9839542960,charlie.davis@example.com,HR-Illinois,Active,2020-09-05,118959.28,Average,True,HR,Illinois,2,5,25-34,High
EMP-1242,David Brown,40.0,8446267145,david.brown@example.com,Cloud Tech-California,Pending,2023-03-18,75823.78,Average,False,Cloud Tech,California,2,2,35-44,Medium
EMP-1243,Charlie Smith,30.0,2831435988,charlie.smith@example.com,Cloud Tech-Texas,Inactive,2022-03-26,119971.65,Average,False,Cloud Tech,Texas,2,3,25-34,High
EMP-1244,Grace Davis,40.0,2625660930,grace.davis@example.com,Sales-Texas,Active,2021-10-11,94963.7,Good,False,Sales,Texas,3,3,35-44,Medium
EMP-1245,Frank Miller,30.0,4181861514,frank.miller@example.com,Sales-Nevada,Pending,2021-01-07,103744.71,Average,False,Sales,Nevada,2,4,25-34,High
EMP-1246,Alice Smith,25.0,5423401635,alice.smith@example.com,Sales-New York,Inactive,2020-12-03,61337.69,Average,True,Sales,New York,2,4,<25,Low
EMP-1247,David Smith,35.0,1128497184,david.smith@example.com,Sales-California,Active,2021-05-28,63741.13,Poor,True,Sales,California,1,4,25-34,Low
EMP-1248,Eva Smith,30.0,9484910255,eva.smith@example.com,DevOps-California,Pending,2022-12-28,56539.99,Excellent,True,DevOps,California,4,2,25-34,Low
EMP-1249,Charlie Williams,30.0,2588967923,charlie.williams@example.com,DevOps-Illinois,Pending,2023-05-24,73633.37,Good,True,DevOps,Illinois,3,2,25-34,Low
EMP-1250,Alice Miller,25.0,822269404,alice.miller@example.com,Cloud Tech-Texas,Pending,2024-04-28,90373.99,Good,False,Cloud Tech,Texas,3,1,<25,Medium
EMP-1251,Grace Smith,30.0,3967275783,grace.smith@example.com,DevOps-Texas,Inactive,2024-12-25,93901.48,Good,False,DevOps,Texas,3,0,25-34,Medium
EMP-1252,Eva Brown,40.0,4683414650,eva.brown@example.com,Admin-Nevada,Inactive,2021-09-01,81748.09,Average,True,Admin,Nevada,2,4,35-44,Medium
EMP-1253,Charlie Jones,40.0,1131290147,charlie.jones@example.com,Finance-Florida,Inactive,2021-02-21,73813.48,Average,False,Finance,Florida,2,4,35-44,Low
EMP-1254,Frank Smith,35.0,7068277880,frank.smith@example.com,Finance-New York,Inactive,2022-11-20,89315.59,Average,False,Finance,New York,2,2,25-34,Medium
EMP-1255,Heidi Williams,25.0,6093068537,heidi.williams@example.com,HR-Florida,Active,2020-10-15,56776.82,Poor,False,HR,Florida,1,4,<25,Low
EMP-1256,Grace Davis,30.0,9097283214,grace.davis@example.com,Finance-New York,Active,2024-07-24,72920.51,Excellent,True,Finance,New York,4,1,25-34,Low
EMP-1257,Frank Miller,30.0,2850676250,frank.miller@example.com,Admin-Florida,Pending,2022-08-14,84913.18,Average,True,Admin,Florida,2,3,25-34,Medium
EMP-1258,Alice Garcia,25.0,5381447442,alice.garcia@example.com,Finance-Illinois,Inactive,2021-05-08,65060.11,Excellent,True,Finance,Illinois,4,4,<25,Low
EMP-1259,Alice Williams,35.0,963480796,alice.williams@example.com,Finance-Illinois,Pending,2023-10-09,82941.08,Poor,False,Finance,Illinois,1,1,25-34,Medium
EMP-1260,Bob Smith,40.0,509754509,bob.smith@example.com,Admin-California,Pending,2022-01-19,103469.97,Good,True,Admin,California,3,3,35-44,High
EMP-1261,Grace Miller,25.0,5265016730,grace.miller@example.com,Sales-Illinois,Active,2022-01-12,88725.6,Average,True,Sales,Illinois,2,3,<25,Medium
EMP-1262,Heidi Jones,30.0,8826170242,heidi.jones@example.com,HR-Illinois,Pending,2023-06-05,58316.77,Excellent,True,HR,Illinois,4,2,25-34,Low
EMP-1263,Grace Smith,35.0,7654562840,grace.smith@example.com,HR-Illinois,Inactive,2024-03-26,60098.72,Excellent,True,HR,Illinois,4,1,25-34,Low
EMP-1264,Grace Williams,30.0,7722560530,grace.williams@example.com,Cloud Tech-Texas,Active,2020-10-07,99951.43,Average,True,Cloud Tech,Texas,2,4,25-34,High
EMP-1265,Heidi Johnson,30.0,3402665022,heidi.johnson@example.com,Sales-Illinois,Active,2021-11-02,115195.81,Good,True,Sales,Illinois,3,3,25-34,High
EMP-1266,Grace Brown,30.0,7416787255,grace.brown@example.com,DevOps-California,Pending,2021-11-19,85512.05,Good,False,DevOps,California,3,3,25-34,Medium
EMP-1267,Heidi Garcia,30.0,8621102257,heidi.garcia@example.com,HR-Florida,Active,2022-01-24,73186.77,Good,False,HR,Florida,3,3,25-34,Low
EMP-1268,Grace Davis,30.0,305690673,grace.davis@example.com,HR-Nevada,Pending,2023-07-12,51865.3,Poor,True,HR,Nevada,1,2,25-34,Low
EMP-1269,David Williams,25.0,4716392822,david.williams@example.com,Sales-Florida,Active,2022-12-09,94031.77,Excellent,True,Sales,Florida,4,2,<25,Medium
EMP-1270,Grace Miller,30.0,4143637188,grace.miller@example.com,DevOps-New York,Active,2023-03-18,116374.36,Excellent,False,DevOps,New York,4,2,25-34,High
EMP-1271,Alice Garcia,40.0,2392312603,alice.garcia@example.com,HR-Florida,Active,2022-04-25,98335.02,Excellent,False,HR,Florida,4,3,35-44,High
EMP-1272,Heidi Garcia,25.0,3260931065,heidi.garcia@example.com,DevOps-New York,Pending,2021-02-28,89262.07,Poor,True,DevOps,New York,1,4,<25,Medium
EMP-1273,Heidi Garcia,30.0,8433567085,heidi.garcia@example.com,Finance-California,Active,2022-07-30,113848.69,Excellent,True,Finance,California,4,3,25-34,High
EMP-1274,Frank Smith,35.0,414545634,frank.smith@example.com,Sales-Florida,Active,2021-05-19,69530.45,Poor,True,Sales,Florida,1,4,25-34,Low
EMP-1275,Eva Brown,35.0,200053473,eva.brown@example.com,DevOps-New York,Pending,2023-12-14,84230.22,Good,True,DevOps,New York,3,1,25-34,Medium
EMP-1276,Eva Smith,35.0,9162475540,eva.smith@example.com,Cloud Tech-Illinois,Pending,2023-01-17,76578.59,Average,False,Cloud Tech,Illinois,2,2,25-34,Medium
EMP-1277,Frank Miller,30.0,1082555988,frank.miller@example.com,HR-Texas,Inactive,2024-01-02,55532.06,Excellent,True,HR,Texas,4,1,25-34,Low
EMP-1278,Eva Smith,40.0,5343961128,eva.smith@example.com,Admin-New York,Pending,2021-07-09,115311.68,Excellent,True,Admin,New York,4,4,35-44,High
EMP-1279,Charlie Johnson,25.0,1093371188,charlie.johnson@example.com,Sales-Nevada,Pending,2021-05-05,66972.06,Good,True,Sales,Nevada,3,4,<25,Low
EMP-1280,David Brown,30.0,5473820235,david.brown@example.com,Cloud Tech-Texas,Inactive,2021-11-07,100215.06,Average,True,Cloud Tech,Texas,2,3,25-34,High
EMP-1281,Charlie Brown,25.0,8485571616,charlie.brown@example.com,Sales-New York,Inactive,2023-08-30,115452.25,Poor,False,Sales,New York,1,2,<25,High
EMP-1282,Heidi Miller,30.0,6880294239,heidi.miller@example.com,HR-California,Inactive,2023-08-15,54141.38,Average,False,HR,California,2,2,25-34,Low
EMP-1283,David Davis,30.0,9036788126,david.davis@example.com,DevOps-Nevada,Active,2020-12-24,79251.95,Good,False,DevOps,Nevada,3,4,25-34,Medium
EMP-1284,Alice Johnson,40.0,8686694319,alice.johnson@example.com,Finance-New York,Pending,2024-11-21,114822.78,Good,True,Finance,New York,3,0,35-44,High
EMP-1285,Alice Williams,35.0,2939087883,alice.williams@example.com,Sales-Illinois,Active,2021-11-17,69919.32,Average,True,Sales,Illinois,2,3,25-34,Low
EMP-1286,Heidi Smith,30.0,4344812307,heidi.smith@example.com,Sales-Florida,Inactive,2021-01-29,106616.97,Poor,False,Sales,Florida,1,4,25-34,High
EMP-1287,Heidi Jones,35.0,3402424032,heidi.jones@example.com,DevOps-New York,Active,2024-02-17,73597.85,Poor,True,DevOps,New York,1,1,25-34,Low
EMP-1288,David Smith,30.0,8105955183,david.smith@example.com,Sales-Nevada,Inactive,2024-08-20,79939.23,Excellent,True,Sales,Nevada,4,1,25-34,Medium
EMP-1289,Grace Garcia,25.0,2694500533,grace.garcia@example.com,Admin-New York,Inactive,2021-10-24,85155.05639558233,Poor,False,Admin,New York,1,3,<25,Medium
EMP-1290,Grace Smith,30.0,2408916497,grace.smith@example.com,Finance-California,Inactive,2021-09-10,90772.25,Average,False,Finance,California,2,4,25-34,Medium
EMP-1291,Eva Williams,35.0,3735439626,eva.williams@example.com,DevOps-New York,Active,2023-09-29,58275.74,Good,False,DevOps,New York,3,2,25-34,Low
EMP-1292,Grace Smith,30.0,3652717271,grace.smith@example.com,DevOps-California,Pending,2020-08-28,94709.79,Excellent,False,DevOps,California,4,5,25-34,Medium
EMP-1293,Frank Johnson,30.0,2397240421,frank.johnson@example.com,Admin-New York,Active,2022-09-06,60722.99,Excellent,True,Admin,New York,4,3,25-34,Low
EMP-1294,Frank Johnson,40.0,6931216375,frank.johnson@example.com,DevOps-Illinois,Inactive,2024-03-31,87626.24,Good,True,DevOps,Illinois,3,1,35-44,Medium
EMP-1295,David Brown,30.0,1820916600,david.brown@example.com,DevOps-Illinois,Active,2022-12-12,81272.36,Poor,False,DevOps,Illinois,1,2,25-34,Medium
EMP-1296,Bob Miller,30.0,23142899,bob.miller@example.com,Cloud Tech-Texas,Pending,2022-11-01,64150.97,Good,True,Cloud Tech,Texas,3,2,25-34,Low
EMP-1297,Charlie Davis,35.0,1851327971,charlie.davis@example.com,Sales-Florida,Active,2023-10-25,64378.1,Poor,False,Sales,Florida,1,1,25-34,Low
EMP-1298,Bob Jones,30.0,4572308480,bob.jones@example.com,Finance-Texas,Inactive,2020-09-27,85927.35,Good,False,Finance,Texas,3,5,25-34,Medium
EMP-1299,Alice Garcia,30.0,18418619,alice.garcia@example.com,Finance-Nevada,Inactive,2024-01-21,51523.93,Average,True,Finance,Nevada,2,1,25-34,Low
EMP-1300,Alice Smith,30.0,3036625435,alice.smith@example.com,Sales-Texas,Active,2022-05-17,74117.02,Poor,False,Sales,Texas,1,3,25-34,Low
EMP-1301,Alice Smith,25.0,1721314518,alice.smith@example.com,Finance-Texas,Inactive,2022-04-17,62598.69,Average,True,Finance,Texas,2,3,<25,Low
EMP-1302,Grace Williams,35.0,5151092267,grace.williams@example.com,Finance-Florida,Inactive,2022-02-08,55617.5,Excellent,True,Finance,Florida,4,3,25-34,Low
EMP-1303,Charlie Miller,35.0,5926249450,charlie.miller@example.com,Cloud Tech-New York,Pending,2022-03-15,87018.98,Good,True,Cloud Tech,New York,3,3,25-34,Medium
EMP-1304,David Johnson,25.0,4754102251,david.johnson@example.com,Cloud Tech-California,Inactive,2023-10-11,100336.58,Excellent,True,Cloud Tech,California,4,1,<25,High
EMP-1305,Grace Jones,30.0,6771196420,grace.jones@example.com,Admin-Florida,Inactive,2020-11-13,69295.48,Excellent,False,Admin,Florida,4,4,25-34,Low
EMP-1306,Bob Brown,25.0,5226557675,bob.brown@example.com,DevOps-Florida,Pending,2024-04-17,115536.66,Excellent,True,DevOps,Florida,4,1,<25,High
EMP-1307,David Johnson,30.0,9523668787,david.johnson@example.com,Cloud Tech-Texas,Pending,2020-03-09,81250.87,Excellent,False,Cloud Tech,Texas,4,5,25-34,Medium
EMP-1308,Alice Garcia,30.0,7883619688,alice.garcia@example.com,DevOps-Texas,Inactive,2022-06-17,66403.75,Good,False,DevOps,Texas,3,3,25-34,Low
EMP-1309,Alice Miller,30.0,3135030586,alice.miller@example.com,Sales-California,Active,2024-07-28,114147.79,Excellent,False,Sales,California,4,1,25-34,High
EMP-1310,Frank Garcia,30.0,2105524727,frank.garcia@example.com,HR-New York,Pending,2022-12-03,65472.99,Good,False,HR,New York,3,2,25-34,Low
EMP-1311,Alice Davis,30.0,6333021259,alice.davis@example.com,Sales-Nevada,Active,2023-07-06,97512.51,Good,True,Sales,Nevada,3,2,25-34,High
EMP-1312,Alice Brown,35.0,6501917919,alice.brown@example.com,DevOps-Nevada,Inactive,2024-05-28,86712.41,Average,True,DevOps,Nevada,2,1,25-34,Medium
EMP-1313,Grace Davis,30.0,2521310961,grace.davis@example.com,HR-Florida,Active,2024-03-25,87654.98,Poor,False,HR,Florida,1,1,25-34,Medium
EMP-1314,David Williams,35.0,2728476569,david.williams@example.com,DevOps-New York,Inactive,2020-04-28,89367.02,Poor,False,DevOps,New York,1,5,25-34,Medium
EMP-1315,Charlie Garcia,40.0,4120092819,charlie.garcia@example.com,Admin-California,Active,2021-11-07,95269.41,Good,True,Admin,California,3,3,35-44,Medium
EMP-1316,Frank Williams,25.0,6678498435,frank.williams@example.com,Sales-Nevada,Active,2020-04-15,68792.31,Average,False,Sales,Nevada,2,5,<25,Low
EMP-1317,Alice Smith,25.0,2418623689,alice.smith@example.com,Admin-Illinois,Pending,2023-10-07,89119.53,Good,True,Admin,Illinois,3,1,<25,Medium
EMP-1318,Frank Davis,35.0,3628917755,frank.davis@example.com,Cloud Tech-New York,Active,2024-02-27,58212.13,Good,False,Cloud Tech,New York,3,1,25-34,Low
EMP-1319,Heidi Miller,30.0,6205634110,heidi.miller@example.com,DevOps-Illinois,Pending,2021-02-22,77764.24,Good,True,DevOps,Illinois,3,4,25-34,Medium
EMP-1320,Frank Garcia,35.0,5950342810,frank.garcia@example.com,Finance-Florida,Pending,2023-08-21,75148.17,Average,False,Finance,Florida,2,2,25-34,Medium
EMP-1321,Heidi Jones,40.0,3904383033,heidi.jones@example.com,Cloud Tech-Nevada,Inactive,2024-04-08,108781.18,Poor,False,Cloud Tech,Nevada,1,1,35-44,High
EMP-1322,Frank Brown,35.0,1990970050,frank.brown@example.com,Finance-Texas,Pending,2024-11-04,65489.19,Average,True,Finance,Texas,2,0,25-34,Low
EMP-1323,Eva Johnson,30.0,4054683564,eva.johnson@example.com,Sales-Illinois,Pending,2022-05-05,70663.46,Excellent,False,Sales,Illinois,4,3,25-34,Low
EMP-1324,David Miller,40.0,2156818208,david.miller@example.com,Sales-New York,Inactive,2023-02-01,95822.56,Average,False,Sales,New York,2,2,35-44,High
EMP-1325,Eva Miller,40.0,6790422710,eva.miller@example.com,DevOps-Nevada,Pending,2022-10-01,82258.03,Average,True,DevOps,Nevada,2,3,35-44,Medium
EMP-1326,Frank Williams,30.0,3322889856,frank.williams@example.com,Admin-Nevada,Pending,2022-09-27,62883.34,Average,False,Admin,Nevada,2,3,25-34,Low
EMP-1327,Alice Davis,30.0,2545960632,alice.davis@example.com,Cloud Tech-Texas,Pending,2020-04-09,103503.72,Average,True,Cloud Tech,Texas,2,5,25-34,High
EMP-1328,David Garcia,25.0,9912971023,david.garcia@example.com,DevOps-New York,Active,2021-03-23,85401.3,Poor,True,DevOps,New York,1,4,<25,Medium
EMP-1329,Heidi Garcia,40.0,8171752420,heidi.garcia@example.com,Cloud Tech-Texas,Pending,2023-02-03,85155.05639558233,Excellent,False,Cloud Tech,Texas,4,2,35-44,Medium
EMP-1330,Eva Smith,30.0,4955112746,eva.smith@example.com,HR-Texas,Pending,2024-07-23,98850.14,Poor,False,HR,Texas,1,1,25-34,High
EMP-1331,Charlie Smith,25.0,4721970545,charlie.smith@example.com,Cloud Tech-Illinois,Active,2021-05-08,63435.24,Poor,False,Cloud Tech,Illinois,1,4,<25,Low
EMP-1332,Frank Brown,35.0,6927589550,frank.brown@example.com,Finance-Texas,Inactive,2022-04-11,82129.84,Average,False,Finance,Texas,2,3,25-34,Medium
